,Time,VNE atom7 t_q = linear flat,VNE atom7 t_q = 8,VNE atom6 t_q = linear flat,VNE atom6 t_q = 8,VNE atom5 t_q = linear flat,VNE atom5 t_q = 8,VNE atom4 t_q = linear flat,VNE atom4 t_q = 8,VNE atom3 t_q = linear flat,VNE atom3 t_q = 8,VNE atom2 t_q = linear flat,VNE atom2 t_q = 8
252,0.252,0.06564720443715288,0.07804304250111009,0.07328812383365656,0.08732948598651932,0.09552350485668251,0.23349674410620733,0.07942342991039619,0.22609029680689233,0.09552350485668239,0.5233701908064491,0.07328812383365697,0.5333258983227436
253,0.253,0.06562337573890445,0.07811055916417275,0.07335121905717848,0.08775646846951675,0.09561522688908217,0.23496641920557357,0.07966275776188611,0.22670505370813265,0.09561522688908314,0.5230240608309603,0.07335121905717858,0.534026687287225
254,0.254,0.06557628039172231,0.0781630381268351,0.07354515419941005,0.08850207238839816,0.09570616699924371,0.23644987400405532,0.07997161465192636,0.2277711880211294,0.09570616699924364,0.5224015931748197,0.07354515419941023,0.5344638082454372
255,0.255,0.06551342172725115,0.07821321551781912,0.07386656769806849,0.08956597054115596,0.09579458371432568,0.2379449220475618,0.08035132334857772,0.22930636694308223,0.09579458371432525,0.5214637481151899,0.07386656769806899,0.5345143115980603
256,0.256,0.06544220798255744,0.07827395349663996,0.07430107935309091,0.09092179714436963,0.09587777812790554,0.23944774405813674,0.08079819116446163,0.23129225847608,0.09587777812790664,0.5201789730404485,0.07430107935309103,0.534078294961198
257,0.257,0.06536937289633782,0.07835759315589957,0.07482477015070939,0.0925185090049988,0.09595242988894723,0.24095324332386814,0.08130314082368009,0.23367222190965464,0.09595242988894746,0.5185248138541748,0.07482477015070932,0.5330868587717259
258,0.258,0.0653003483763313,0.07847524469244155,0.0754067080283074,0.0942845608082068,0.0960149377965922,0.2424554894369395,0.0818519216060775,0.23635339538308026,0.09601493779659201,0.5164891643402056,0.0754067080283076,0.5315068088039621
259,0.259,0.06523869470011745,0.07863611362096729,0.07601216500170344,0.09613438269464746,0.09606173890703466,0.24394822075732087,0.08242593397855812,0.23921336649825653,0.09606173890703443,0.514071032225512,0.07601216500170282,0.5293422828696381
260,0.26,0.06518569783714986,0.07884696750948096,0.07660609294598185,0.09797633838994362,0.09608959058468239,0.24542536877631038,0.08300360933656445,0.24211086028898382,0.09608959058468211,0.5112807595881292,0.07660609294598156,0.526633821710373
261,0.261,0.06514022796107843,0.07911183507909884,0.07715642253180971,0.09972119480942504,0.09609581044864351,0.2468815628268129,0.08356220377953469,0.24489923851849577,0.09609581044864393,0.5081397042651862,0.07715642253180975,0.5234555455123431
262,0.262,0.06509891976729384,0.07943199981552611,0.07763681254375164,0.10129014365394196,0.09607847730903459,0.2483125722606968,0.08407980445153337,0.24744118820892502,0.0960784773090347,0.5046794552514839,0.07763681254375218,0.5199110447353861
263,0.263,0.06505668875901756,0.07980630786903878,0.07802858485536121,0.10262154512434811,0.09603660033899186,0.2497156460169367,0.08453731702845589,0.2496228294842554,0.09603660033899213,0.500940706302685,0.07802858485536147,0.5161283940864816
264,0.264,0.06500754555712998,0.08023176176821055,0.07832171022855615,0.10367576804233032,0.09597026337314823,0.25108971675917047,0.08492020554670882,0.25136557544987226,0.0959702633731487,0.49697193828003716,0.07832171022855587,0.5122544275839075
